epoch,accuracy,an_mean,an_std,ap_mean,ap_std,loss,val_accuracy,val_an_mean,val_an_std,val_ap_mean,val_ap_std,val_loss
0,0.6525281071662903,201671.90625,98331.0390625,48414.1328125,98331.0390625,265.0117492675781,0.8158355951309204,223269.84375,104909.5390625,171953.421875,104909.5390625,20088.8515625
1,0.6123569011688232,241061.25,102407.59375,63027.98046875,102407.59375,88.82962036132812,0.8013477325439453,212605.625,92132.6484375,165000.875,92132.6484375,17106.263671875
2,0.5898532867431641,236899.484375,92078.8984375,66112.8046875,92078.8984375,16.72437858581543,0.7874438166618347,229414.796875,93439.59375,179816.25,93439.59375,18066.107421875
3,0.5995005369186401,264245.25,104914.703125,77118.9140625,104914.703125,9.861430168151855,0.7756738662719727,256473.953125,102680.9453125,200137.796875,102680.9453125,19238.599609375
0,0.9593427181243896,4.992205619812012,15.616327285766602,2.234055995941162,15.616327285766602,1.0749304294586182,0.9182165265083313,0.48284175992012024,1.0453307628631592,0.4586961269378662,1.0453307628631592,0.606508195400238
1,0.9591914415359497,0.6631801724433899,3.195199728012085,0.28825315833091736,3.195199728012085,0.5306153893470764,0.9185983538627625,0.23091396689414978,0.541713535785675,0.2121318131685257,0.541713535785675,0.5342960953712463
2,0.9374119639396667,0.3409343659877777,1.001427412033081,0.1563529521226883,1.001427412033081,0.4642200171947479,0.9115902781486511,0.2079189568758011,0.482548326253891,0.20404201745986938,0.482548326253891,0.5418429970741272
0,0.6963102221488953,701385.5,390125.3125,146350.25,390125.3125,1524.8214111328125,0.8163297176361084,985602.0,537596.125,711981.75,537596.125,100695.484375
1,0.6409018039703369,1287726.125,617224.625,288569.3125,617224.625,1755.175537109375,0.8088948726654053,1015649.375,458555.71875,774839.625,458555.71875,95254.5078125
2,0.6081607341766357,1139466.875,491431.375,263166.21875,491431.375,218.5792694091797,0.8052560687065125,973318.1875,420782.0625,767957.125,420782.0625,94687.9921875
3,0.6053608059883118,1223786.125,518586.53125,286347.8125,518586.53125,75.35111236572266,0.8122416734695435,1068012.875,466582.53125,841981.3125,466582.53125,100648.921875
4,0.609006404876709,1326346.125,576477.8125,308732.75,576477.8125,48.33183670043945,0.8114330768585205,1293020.5,572429.1875,1023689.3125,572429.1875,126716.8359375
0,0.7056872844696045,3906691.75,2555197.5,507858.46875,2555197.5,3260.638671875,0.8184987306594849,527650.9375,294892.5625,346465.34375,294892.5625,43952.5234375
1,0.6445019245147705,836653.125,422590.625,145270.25,422590.625,423.2862854003906,0.807487428188324,852667.625,444694.375,545422.875,444694.375,56073.3828125
2,0.6029243469238281,966034.75,426103.03125,186874.625,426103.03125,156.39706420898438,0.8092839121818542,1002639.75,517362.5625,662015.75,517362.5625,66918.96875
3,0.5860162973403931,1059075.875,434688.96875,223605.46875,434688.96875,58.792667388916016,0.7997676134109497,1195503.25,575152.625,782700.25,575152.625,71561.21875
4,0.5706747174263,1145831.25,437660.53125,258464.28125,437660.53125,37.510719299316406,0.803486168384552,1196796.75,560248.875,822804.9375,560248.875,77646.9609375
0,0.8284006118774414,7507.6298828125,5539.02392578125,1825.54443359375,5539.02392578125,60.46352005004883,0.8783243298530579,107.15336608886719,93.6208267211914,108.24758911132812,93.6208267211914,34.890350341796875
1,0.8814653754234314,30.143394470214844,30.72078514099121,11.141603469848633,30.72078514099121,1.555400013923645,0.8728885650634766,5.393795490264893,8.394033432006836,5.996216297149658,8.394033432006836,2.582629680633545
2,0.8925758600234985,6.233926296234131,8.213417053222656,1.8178794384002686,8.213417053222656,0.39203140139579773,0.9251347780227661,3.5543875694274902,8.297650337219238,3.481844425201416,8.297650337219238,1.8498287200927734
3,0.9166468381881714,1.695884346961975,2.7886106967926025,0.46221867203712463,2.7886106967926025,0.3799399435520172,0.9169137477874756,0.13382941484451294,0.32573848962783813,0.10996250808238983,0.32573848962783813,0.5048516392707825
4,0.9501368999481201,0.45119327306747437,1.5373281240463257,0.09748360514640808,1.5373281240463257,0.4566253423690796,0.9308400750160217,0.04717346280813217,0.1526045948266983,0.04446227103471756,0.1526045948266983,0.5041103959083557
0,0.7955530285835266,603.9059448242188,710.3428955078125,60.868324279785156,710.3428955078125,2.0981290340423584,0.8372864127159119,4.807549953460693,3.2620720863342285,3.218489170074463,3.2620720863342285,0.6852647662162781
1,0.6612026691436768,5.295252799987793,2.8570423126220703,0.9103402495384216,2.8570423126220703,0.020894790068268776,0.7987939715385437,3.3816044330596924,1.7446836233139038,2.1818108558654785,1.7446836233139038,0.40187519788742065
2,0.6316423416137695,5.562036514282227,2.7079176902770996,1.0432863235473633,2.7079176902770996,0.012928975746035576,0.8008291721343994,4.768800258636475,2.515244722366333,3.0662033557891846,2.515244722366333,0.48922935128211975
3,0.6129966378211975,7.298918724060059,3.370765447616577,1.4419440031051636,3.370765447616577,0.005154763348400593,0.7922738790512085,7.776977062225342,3.9065680503845215,5.042080402374268,3.9065680503845215,0.647826611995697
4,0.5850104093551636,8.647103309631348,3.5568606853485107,1.841021180152893,3.5568606853485107,0.002647156361490488,0.7971545457839966,7.022397994995117,3.44919490814209,4.694482803344727,3.44919490814209,0.5850562453269958
0,0.7232133746147156,5692220.5,3398953.75,1166855.0,3398953.75,17698.701171875,0.8323225378990173,6161445.0,3579021.5,4359696.0,3579021.5,581761.6875
1,0.6577832698822021,8672967.0,4281591.5,1959121.875,4281591.5,11939.1005859375,0.8240341544151306,6282009.0,3380180.5,4550745.5,3380180.5,591784.375
2,0.6222893595695496,7369493.0,3230869.25,1722979.25,3230869.25,901.3909301757812,0.8202381134033203,6305839.0,3299377.25,4476701.0,3299377.25,525723.875
3,0.6363261938095093,8349798.0,4005948.5,1841054.5,4005948.5,587.9676513671875,0.8126684427261353,7032012.5,3538100.5,5249780.0,3538100.5,670385.4375
4,0.6410927772521973,9605738.0,4571942.0,2136331.5,4571942.0,394.666259765625,0.7967879772186279,8767757.0,4175854.25,6246566.5,4175854.25,650211.1875
0,0.7266437411308289,15400301.0,9760854.0,2267109.0,9760854.0,11166.59375,0.8258605599403381,25135266.0,15213933.0,15339727.0,15213933.0,1820053.75
1,0.690778374671936,26623854.0,15600399.0,4470625.5,15600399.0,12530.32421875,0.8120540380477905,25582924.0,14308686.0,15755850.0,14308686.0,1681852.0
2,0.6521132588386536,25761882.0,13236824.0,4789438.0,13236824.0,2236.484375,0.8091205954551697,29201860.0,15632853.0,18359354.0,15632853.0,1826870.5
3,0.6485461592674255,27881814.0,13779921.0,5886743.0,13779921.0,1038.2740478515625,0.8173743486404419,28050294.0,15668417.0,17042968.0,15668417.0,1499827.875
4,0.6382908821105957,29938206.0,14341413.0,6394104.0,14341413.0,570.4879760742188,0.8087562918663025,33955084.0,18922456.0,20360048.0,18922456.0,1807607.0
0,0.7326622605323792,9337952.0,5886756.5,1866881.125,5886756.5,27942.00390625,0.8490116596221924,9909386.0,5882702.0,7091662.0,5882702.0,1038973.375
1,0.6765222549438477,14358747.0,7553139.5,3240967.5,7553139.5,22842.794921875,0.8377358317375183,10069157.0,5487735.0,7353417.5,5487735.0,975373.875
2,0.6356516480445862,11840154.0,5476879.0,2701190.5,5476879.0,1405.18017578125,0.8143980503082275,9405864.0,4663408.5,6781915.0,4663408.5,800944.5625
3,0.6322788596153259,12927952.0,5980550.5,2889470.0,5980550.5,766.6963500976562,0.8286387920379639,11720733.0,6173650.5,8601354.0,6173650.5,1103113.75
4,0.6381440758705139,15403582.0,7305946.0,3369980.5,7305946.0,825.8883056640625,0.806491494178772,13946690.0,6792995.5,10199507.0,6792995.5,1204212.0
0,0.7272523641586304,21171828.0,13444137.0,3008541.75,13444137.0,13193.8408203125,0.8307600617408752,36923024.0,22827454.0,22402500.0,22827454.0,2752974.5
1,0.6874603629112244,40589200.0,23455170.0,6705663.5,23455170.0,17962.3828125,0.8180025219917297,41862196.0,24086126.0,24646978.0,24086126.0,2373906.0
2,0.6566562056541443,40097028.0,20987464.0,7316335.0,20987464.0,3316.51708984375,0.806023895740509,42481408.0,23572708.0,25830192.0,23572708.0,2676445.25
3,0.6497836709022522,42578516.0,21552144.0,8459632.0,21552144.0,1512.38818359375,0.7961055040359497,45999188.0,24479710.0,27786770.0,24479710.0,2537961.25
4,0.647880494594574,46762644.0,23086754.0,10071292.0,23086754.0,1028.1282958984375,0.8012813925743103,48962028.0,25706856.0,30463296.0,25706856.0,2749549.25
0,0.9738929271697998,14671.0087890625,98907.1171875,13.270957946777344,98907.1171875,10.714667320251465,0.9686657786369324,1.228703260421753,6.754608631134033,0.8193249106407166,6.754608631134033,0.8829881548881531
1,0.9948887228965759,3550.463134765625,25479.955078125,0.5388871431350708,25479.955078125,0.7017386555671692,1.0,0.0,0.0,0.0,0.0,0.5
2,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5
3,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5
4,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5
0,0.9186977744102478,4.19964599609375,10.202332496643066,0.3980294167995453,10.202332496643066,0.465149462223053,0.9196316003799438,0.05744074285030365,0.1661541908979416,0.07120358943939209,0.1661541908979416,0.5195256471633911
1,0.9202949404716492,0.5112430453300476,1.5306087732315063,0.04038463160395622,1.5306087732315063,0.467318058013916,0.9154537320137024,33.70825958251953,96.41680145263672,26.791545867919922,96.41680145263672,14.187934875488281
2,0.9180455803871155,1.8310679197311401,6.029414176940918,0.11637420952320099,6.029414176940918,0.4543815553188324,0.9019766449928284,0.4960698187351227,1.267338514328003,0.5588333010673523,1.267338514328003,0.7228146195411682
3,0.9194765090942383,7.201939105987549,25.343862533569336,0.17439574003219604,25.343862533569336,0.5735119581222534,0.9245058298110962,0.434347003698349,1.2916048765182495,0.3728945553302765,1.2916048765182495,0.6580517888069153
4,0.9214605093002319,8.451507568359375,28.774478912353516,0.09602789580821991,28.774478912353516,0.4721080958843231,0.907614529132843,0.4825069308280945,1.2845790386199951,0.47288334369659424,1.2845790386199951,0.6855303049087524
0,0.6978930234909058,6648272.5,4017401.25,775968.0,4017401.25,1509.7156982421875,0.8120602965354919,10786488.0,6481520.5,6190357.5,6481520.5,715896.4375
1,0.666744589805603,12815549.0,7112381.5,1803257.5,7112381.5,1966.5037841796875,0.8063127994537354,14043640.0,7966773.5,8162733.5,7966773.5,801579.1875
2,0.6390525698661804,15687890.0,7849032.0,2590644.0,7849032.0,1033.7197265625,0.7943718433380127,17615906.0,9312466.0,10512562.0,9312466.0,987127.0625
3,0.6234070658683777,18101860.0,8437432.0,3333583.75,8437432.0,762.1664428710938,0.7961055040359497,20197132.0,10660464.0,12047455.0,10660464.0,1018891.9375
4,0.6141138076782227,20205088.0,8927972.0,4139483.5,8927972.0,549.2704467773438,0.7850439548492432,22803798.0,11350081.0,14238751.0,11350081.0,1311435.375
0,0.6923918128013611,3705463.75,2190954.25,537729.3125,2190954.25,2887.246826171875,0.7995957136154175,4425925.0,2324684.5,3027659.75,2324684.5,422958.6875
1,0.6483319401741028,6770620.5,3536897.75,1089091.625,3536897.75,2520.6005859375,0.8206648826599121,6201924.5,3481028.0,4489000.5,3481028.0,639404.9375
2,0.6181055903434753,7925552.5,3672635.25,1469649.625,3672635.25,1093.86865234375,0.8070755004882812,7221585.5,3673493.25,5339448.0,3673493.25,740073.75
3,0.6068711280822754,9364398.0,4150192.5,1858568.75,4150192.5,835.6788330078125,0.8011230826377869,8580519.0,4094911.75,6489211.0,4094911.75,866784.5625
4,0.6069281697273254,11042607.0,4744921.5,2414723.75,4744921.5,716.4765625,0.7878257036209106,10213040.0,4890757.0,7510705.5,4890757.0,931463.3125
0,0.7012034058570862,10168443.0,6292000.0,1189651.625,6292000.0,2118.392822265625,0.8107349276542664,16611463.0,9823639.0,9761549.0,9823639.0,1128023.5
1,0.6660608053207397,20304250.0,11263163.0,2895768.75,11263163.0,3103.688720703125,0.7991708517074585,22765746.0,12339878.0,13454511.0,12339878.0,1386476.5
2,0.6376356482505798,24853592.0,12417335.0,4037135.0,12417335.0,1598.159423828125,0.79426509141922,27390834.0,14543787.0,16426192.0,14543787.0,1662118.125
3,0.6258917450904846,28860940.0,13598535.0,5313193.0,13598535.0,1145.9129638671875,0.7749372124671936,33405312.0,16816924.0,19757746.0,16816924.0,1752382.375
4,0.6112778186798096,31815668.0,14004994.0,6422342.5,14004994.0,828.4425048828125,0.7826256155967712,35702764.0,17767502.0,22198470.0,17767502.0,2061481.625
0,0.7129411697387695,8640590.0,5613852.5,1205610.0,5613852.5,5994.94677734375,0.8083333373069763,9592997.0,5223750.5,6663905.0,5223750.5,961268.1875
1,0.6616421937942505,16365723.0,8757970.0,2784892.0,8757970.0,5263.271484375,0.8041778802871704,14982766.0,7625896.5,10766532.0,7625896.5,1366755.5
2,0.6385582089424133,20629338.0,10345101.0,3758733.5,10345101.0,2703.992919921875,0.7963162660598755,18424118.0,8911862.0,13222185.0,8911862.0,1559288.0
3,0.630183219909668,25518110.0,12287697.0,4893550.5,12287697.0,2147.39013671875,0.79155433177948,22726492.0,11018612.0,16374844.0,11018612.0,2029120.0
4,0.6177533864974976,28077092.0,12601618.0,6090469.0,12601618.0,1522.9344482421875,0.7963162660598755,26645916.0,13212495.0,19229400.0,13212495.0,2362798.5
0,0.7049888968467712,26755548.0,16568694.0,3123285.25,16568694.0,5559.7724609375,0.8103768825531006,42398292.0,24960600.0,24724704.0,24960600.0,2751438.25
1,0.6582005023956299,50609904.0,27225366.0,7327984.5,27225366.0,6294.2978515625,0.7957977652549744,60315480.0,33217306.0,35707120.0,33217306.0,3696334.5
2,0.6329118013381958,63564028.0,31094902.0,10610025.0,31094902.0,4728.45068359375,0.8009799122810364,72133904.0,39295212.0,44328048.0,39295212.0,4538802.0
3,0.6235955953598022,72546432.0,33840908.0,13595714.0,33840908.0,3119.684814453125,0.779685914516449,78058352.0,38867088.0,48835584.0,38867088.0,4467306.5
4,0.6144205331802368,80841760.0,35817228.0,16276594.0,35817228.0,2256.724365234375,0.7798053026199341,89043624.0,44906184.0,55267648.0,44906184.0,5154071.5
0,0.7089831233024597,14055633.0,8657356.0,2065989.875,8657356.0,11669.6328125,0.8160153031349182,16584611.0,9473929.0,11394584.0,9473929.0,1581214.0
1,0.648086428642273,26089886.0,13515145.0,4305520.5,13515145.0,10801.2705078125,0.8119721412658691,22134656.0,11293981.0,16157380.0,11293981.0,2103674.5
2,0.6211683750152588,31030510.0,14580563.0,5654137.0,14580563.0,4124.11181640625,0.8032345175743103,29341604.0,14561574.0,21213952.0,14561574.0,2572016.0
3,0.6219967007637024,38785976.0,17956494.0,7851528.5,17956494.0,3198.435302734375,0.800247073173523,35357884.0,17254084.0,25295820.0,17254084.0,3027875.75
4,0.6182171702384949,46031216.0,20521768.0,9950405.0,20521768.0,2368.536865234375,0.8064016103744507,40173384.0,19597500.0,29624350.0,19597500.0,3548618.25
0,0.7023887038230896,39538736.0,24390222.0,4624666.5,24390222.0,8216.09765625,0.8032914400100708,61354736.0,35002632.0,37528584.0,35002632.0,4449179.5
1,0.6703616976737976,80066024.0,45179784.0,10989940.0,45179784.0,11532.392578125,0.8024685978889465,94425816.0,53075528.0,56156344.0,53075528.0,6023058.5
2,0.6414225101470947,99834856.0,50411076.0,16204355.0,50411076.0,7458.71728515625,0.7906972169876099,112520384.0,60178456.0,67272472.0,60178456.0,6286850.0
3,0.6204180717468262,115028448.0,53219748.0,21418746.0,53219748.0,4617.7275390625,0.7847424745559692,127139408.0,64438644.0,79263368.0,64438644.0,7253362.5
4,0.6196807026863098,127754272.0,57490092.0,26614562.0,57490092.0,3251.08349609375,0.7872487306594849,140869648.0,71630176.0,88735440.0,71630176.0,8291964.5
0,0.7914881110191345,6.66890287399292,7.461507797241211,3.094233989715576,7.461507797241211,1.1207102537155151,0.9254267811775208,0.0007604335551150143,0.002487283432856202,0.0005197208374738693,0.002487283432856202,0.49975937604904175
1,0.9487580060958862,455.2138366699219,1534.150146484375,1.606176733970642,1534.150146484375,1.449609398841858,1.0,0.0,0.0,0.0,0.0,0.5
2,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5
3,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5
4,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5
0,0.9823309779167175,1365.5260009765625,1625.835205078125,178.09591674804688,1625.835205078125,37.69193649291992,1.0,0.0,0.0,0.0,0.0,0.5
1,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5
2,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5
3,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5
4,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5
0,0.9336324334144592,3909.04052734375,4839.02978515625,533.4961547851562,4839.02978515625,113.8868637084961,1.0,0.0,0.0,0.0,0.0,0.5
